BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
July 31 1949,Allan Hancock College California State University Los Angeles,6,1973,7,Mike Jackson,jacksmi01,F,1976,215,63af8fcbabaabaf6d8915efc
May 6 1964,Little Rock,6,1987,3,Myron Jackson,jacksmy01,G,1987,185,63af8fcbabaabaf6d8915efd
August 29 1991,Baylor,5,2017,10,Pierre Jackson,jackspi01,G,2017,180,63af8fcbabaabaf6d8915eff
October 26 1962,UCLA,6,1985,2,Ralph Jackson,jacksra01,G,1985,190,63af8fcbabaabaf6d8915f00
January 16 1976,Florida State,6,1999,11,Randell Jackson,jacksra02,F,2000,215,63af8fcbabaabaf6d8915f01
April 16 1990,Boston College,6,2012,2,Reggie Jackson,jacksre01,G,2023,208,63af8fcbabaabaf6d8915f02
October 10 1970,UAB,6,1994,3,Stanley Jackson,jacksst01,G,1994,185,63af8fcbabaabaf6d8915f03
April 5 1978,Butler County Community College,6,2001,8,Stephen Jackson,jacksst02,F-G,2014,218,63af8fcbabaabaf6d8915f04
November 7 1942,"St. John's",6,1968,4,Tony Jackson,jacksto01,F-G,1969,200,63af8fcbabaabaf6d8915f05
January 17 1958,Florida State,6,1981,1,Tony Jackson,jacksto02,G,1981,170,63af8fcbabaabaf6d8915f06
April 21 1959,Notre Dame,6,1982,6,Tracy Jackson,jackstr01,G-F,1984,205,63af8fcbabaabaf6d8915f07
July 18 1951,Ohio State,6,1975,7,Wardell Jackson,jackswa01,F,1975,200,63af8fcbabaabaf6d8915f08
December 2 1922,Denver,6,1947,3,Fred Jacobs,jacobfr01,F,1947,175,63af8fcbabaabaf6d8915f09
March 19 1981,Stanford,6,2003,6,Casey Jacobsen,jacobca01,G-F,2008,215,63af8fcbabaabaf6d8915f0a
July 22 1975,Minnesota,6,1999,4,Sam Jacobson,jacobsa01,G-F,2001,215,63af8fcbabaabaf6d8915f0b
August 13 1967,Ohio University,6,1991,5,Dave Jamerson,jamerda01,G-F,1994,190,63af8fcbabaabaf6d8915f0c
October 5 1952,Grambling State University,6,1975,8,Aaron James,jamesaa01,F,1979,210,63af8fcbabaabaf6d8915f0d
February 7 1985,Florida State,6,2013,10,Bernard James,jamesbe01,C,2015,240,63af8fcbabaabaf6d8915f0e
February 11 1950,Marshall,6,1974,3,Billy James,jamesbi01,G,1974,185,63af8fcbabaabaf6d8915f0f
October 7 1987,Texas,6,2011,7,Damion James,jamesda01,G-F,2014,225,63af8fcbabaabaf6d8915f10
February 15 1925,Marshall,6,1949,4,Gene James,jamesge01,F,1951,180,63af8fcbabaabaf6d8915f11
July 29 1965,"South Plains College St. Mary's University",6,1991,8,Henry James,jameshe01,F,1998,220,63af8fcbabaabaf6d8915f12
November 17 1975,Florida A&M,7,1999,1,Jerome James,jamesje01,C,2009,300,63af8fcbabaabaf6d8915f13
January 24 1997,Wyoming,6,2020,7,Justin James,jamesju01,G,2021,190,63af8fcbabaabaf6d8915f14
December 30 1984,,6,2004,9,LeBron James,jamesle01,F-G,2023,250,63af8fcbabaabaf6d8915f15
June 23 1975,Duquesne,6,2002,2,Mike James,jamesmi01,G,2014,188,63af8fcbabaabaf6d8915f16
August 18 1990,Lamar,6,2018,1,Mike James,jamesmi02,G,2021,189,63af8fcbabaabaf6d8915f17
December 26 1976,Miami (FL),6,2000,7,Tim James,jamesti01,F,2002,212,63af8fcbabaabaf6d8915f18
June 12 1976,UNC,6,1999,8,Antawn Jamison,jamisan01,F,2014,223,63af8fcbabaabaf6d8915f19
November 20 1976,Clemson,6,2000,8,Harold Jamison,jamisha01,F,2002,260,63af8fcbabaabaf6d8915f1a
March 15 1920,Valparaiso,6,1947,3,John Janisch,janisjo01,F-G,1948,200,63af8fcbabaabaf6d8915f1b
October 19 1924,Seton Hall,6,1950,3,Howie Janotta,janotho01,F,1950,185,63af8fcbabaabaf6d8915f1c
October 12 1978,,6,2003,7,Marko Jarić,jaricma01,G,2009,198,63af8fcbabaabaf6d8915f1d
February 22 1920,Minnesota,6,1947,3,Tony Jaros,jarosto01,F-G,1951,185,63af8fcbabaabaf6d8915f1e
January 23 1998,UMass Houston,6,2022,5,DeJon Jarreau,jarrede01,G,2022,185,63af8fcbabaabaf6d8915f1f
March 3 1943,Oregon State,6,1968,1,Jim Jarvis,jarviji01,G,1969,175,63af8fcbabaabaf6d8915f20
March 5 1976,Maryland,6,2006,4,Šarūnas Jasikevičius,jasiksa01,G,2007,195,63af8fcbabaabaf6d8915f21
October 10 1986,Midland College,6,2009,10,Nathan Jawai,jawaina01,C-F,2010,280,63af8fcbabaabaf6d8915f22
February 10 1954,University of Wisconsin-Parkside,6,1980,8,Abdul Jeelani,jeelaab01,F-C,1981,210,63af8fcbabaabaf6d8915f24
February 13 1980,Arkansas Fresno State,6,2003,8,Chris Jefferies,jeffech01,G-F,2004,225,63af8fcbabaabaf6d8915f25
August 5 1985,University of Illinois at Chicago Robert Morris University (IL),6,2010,5,Othyus Jeffers,jeffeot01,G,2014,200,63af8fcbabaabaf6d8915f26
January 4 1985,,6,2005,10,Al Jefferson,jeffeal01,C-F,2018,289,63af8fcbabaabaf6d8915f27
May 7 1993,Duke,6,2019,9,Amile Jefferson,jeffeam01,F,2020,222,63af8fcbabaabaf6d8915f28
December 26 1990,Baylor,6,2015,9,Cory Jefferson,jeffeco01,F,2016,218,63af8fcbabaabaf6d8915f29
December 15 1983,Arkansas,6,2009,5,Dontell Jefferson,jeffedo01,G,2009,195,63af8fcbabaabaf6d8915f2a
June 21 1980,Arizona,6,2002,7,Richard Jefferson,jefferi01,F,2018,233,63af8fcbabaabaf6d8915f2b
August 30 1997,Oral Roberts Tulsa,6,2020,5,DaQuan Jeffries,jeffrda01,G-F,2022,230,63af8fcbabaabaf6d8915f2c
November 25 1981,Indiana,6,2003,11,Jared Jeffries,jeffrja01,F,2013,230,63af8fcbabaabaf6d8915f2d
February 28 1989,Hofstra,6,2012,3,Charles Jenkins,jenkich01,G,2013,220,63af8fcbabaabaf6d8915f2e
October 14 1974,William Paterson University,6,2005,1,Horace Jenkins,jenkiho01,G,2005,180,63af8fcbabaabaf6d8915f2f
March 6 1991,Vanderbilt,6,2013,4,John Jenkins,jenkijo01,G,2019,215,63af8fcbabaabaf6d8915f30
September 23 1989,,6,2010,1,Brandon Jennings,jennibr01,G,2018,170,63af8fcbabaabaf6d8915f31
November 2 1968,East Tennessee State University,5,1993,7,Keith Jennings,jennike01,G,1995,160,63af8fcbabaabaf6d8915f32
January 11 1970,Ohio State,6,1994,7,Chris Jent,jentch01,F,1997,220,63af8fcbabaabaf6d8915f33
June 24 1967,Iowa,7,1991,1,Les Jepsen,jepsele01,C,1992,237,63af8fcbabaabaf6d8915f34
March 2 1987,,6,2010,10,Jonas Jerebko,jerebjo01,F,2019,231,63af8fcbabaabaf6d8915f35
July 8 1997,Virginia,6,2020,5,Ty Jerome,jeromty01,G,2023,195,63af8fcbabaabaf6d8915f36
July 8 1993,Arizona,6,2015,10,Grant Jerrett,jerregr01,F,2015,235,63af8fcbabaabaf6d8915f37
December 2 1983,University of Portland,5,2011,11,Eugene Jeter,jetereu01,G,2011,175,63af8fcbabaabaf6d8915f38
May 17 1945,Drake University,6,1970,3,Hal Jeter,jeterha01,G,1970,190,63af8fcbabaabaf6d8915f39
October 27 1987,,7,2008,1,Yi Jianlian,jianlyi01,F,2012,240,63af8fcbabaabaf6d8915f3a
July 2 1999,Arkansas,6,2021,4,Isaiah Joe,joeis01,G,2023,165,63af8fcbabaabaf6d8915f3b
July 8 1979,Utah,6,2004,10,Britton Johnsen,johnsbr01,F,2005,210,63af8fcbabaabaf6d8915f3c
February 8 1983,Florida State,6,2007,9,Alexander Johnson,johnsal01,F,2008,240,63af8fcbabaabaf6d8915f3d
April 22 1996,Missouri State,6,2019,7,Alize Johnson,johnsal02,F,2023,212,63af8fcbabaabaf6d8915f3e
May 1 1987,,6,2006,9,Amir Johnson,johnsam01,F-C,2019,240,63af8fcbabaabaf6d8915f3f
November 8 1932,University of Portland,6,1959,5,Andy Johnson,johnsan01,F-G,1962,215,63af8fcbabaabaf6d8915f40
October 2 1974,College of Charleston,6,1998,3,Anthony Johnson,johnsan02,G,2010,190,63af8fcbabaabaf6d8915f41
February 23 1989,Nevada,6,2011,3,Armon Johnson,johnsar02,G,2012,195,63af8fcbabaabaf6d8915f42
May 16 1920,Bemidji State University,6,1949,5,Arnie Johnson,johnsar01,F-C,1953,236,63af8fcbabaabaf6d8915f43
March 25 1965,Cameron University Southern University and A&M College,5,1989,10,Avery Johnson,johnsav01,G,2004,175,63af8fcbabaabaf6d8915f44
December 21 1995,Syracuse La Salle,6,2019,7,B.J. Johnson,johnsbj01,G,2022,200,63af8fcbabaabaf6d8915f45
June 27 1994,UNC,6,2017,10,Brice Johnson,johnsbr02,F,2018,230,63af8fcbabaabaf6d8915f46
January 3 1964,Alabama,6,1987,7,Buck Johnson,johnsbu01,F,1993,190,63af8fcbabaabaf6d8915f47
March 3 1996,Pitt UNC,6,2020,8,Cameron Johnson,johnsca02,F,2023,210,63af8fcbabaabaf6d8915f48
January 28 1983,UAB,5,2012,10,Carldell Johnson,johnsca01,G,2012,180,63af8fcbabaabaf6d8915f49
March 31 1949,California,6,1973,1,Charles Johnson,johnsch01,G,1979,170,63af8fcbabaabaf6d8915f4a
September 7 1957,Wichita State,6,1980,6,Cheese Johnson,johnsch02,F-G,1980,195,63af8fcbabaabaf6d8915f4b
July 15 1985,LSU,6,2011,11,Chris Johnson,johnsch03,C,2013,210,63af8fcbabaabaf6d8915f4c
April 29 1990,Dayton,6,2013,6,Chris Johnson,johnsch04,F-G,2016,206,63af8fcbabaabaf6d8915f4d
July 18 1956,Missouri,6,1982,4,Clay Johnson,johnscl02,G,1984,175,63af8fcbabaabaf6d8915f4e
September 12 1956,Florida A&M,6,1979,10,Clemon Johnson,johnscl01,C-F,1988,240,63af8fcbabaabaf6d8915f4f
September 22 1995,Kentucky,7,2018,1,Dakari Johnson,johnsda04,C,2018,255,63af8fcbabaabaf6d8915f50
October 26 1965,Michigan State,6,1996,1,Darryl Johnson,johnsda02,G,1996,170,63af8fcbabaabaf6d8915f51
November 16 1970,Syracuse,6,1993,7,Dave Johnson,johnsda01,G-F,1994,210,63af8fcbabaabaf6d8915f52
February 26 2001,Louisville,6,2022,5,David Johnson,johnsda08,G,2022,210,63af8fcbabaabaf6d8915f53
October 6 1975,UNC Charlotte,6,2000,9,DeMarco Johnson,johnsde02,F,2000,245,63af8fcbabaabaf6d8915f54
May 5 1980,Cincinnati,6,2001,9,DerMarr Johnson,johnsde03,F,2008,201,63af8fcbabaabaf6d8915f56
June 17 1944,Tennessee State,6,1969,8,Ed Johnson,johnsed01,C,1971,205,63af8fcbabaabaf6d8915f57
February 24 1955,Auburn,6,1978,2,Eddie Johnson,johnsed02,G,1987,180,63af8fcbabaabaf6d8915f58
May 1 1959,Illinois,6,1982,7,Eddie Johnson,johnsed03,F-G,1999,215,63af8fcbabaabaf6d8915f59
February 7 1966,Baylor Nebraska,6,1990,2,Eric Johnson,johnser01,G,1990,205,63af8fcbabaabaf6d8915f5a
December 21 1967,New Orleans,6,1994,11,Ervin Johnson,johnser02,C,2006,245,63af8fcbabaabaf6d8915f5b
November 23 1958,Wake Forest,6,1982,1,Frank Johnson,johnsfr01,G,1994,185,63af8fcbabaabaf6d8915f5c
June 19 1947,Stephen F. Austin,6,1971,11,George Johnson,johnsge01,C,1974,245,63af8fcbabaabaf6d8915f5d
December 18 1948,Dillard University,6,1973,11,George Johnson,johnsge02,C-F,1986,205,63af8fcbabaabaf6d8915f5e
December 8 1956,"St. John's",6,1979,7,George Johnson,johnsge03,F-C,1986,210,63af8fcbabaabaf6d8915f5f
January 30 1920,Indiana State University,6,1947,6,Harold Johnson,johnsha01,C,1947,240,63af8fcbabaabaf6d8915f61
April 10 1984,Oregon Cal State San Bernardino,6,2012,8,Ivan Johnson,johnsiv01,F,2013,230,63af8fcbabaabaf6d8915f62
February 8 1989,Purdue,6,2012,10,JaJuan Johnson,johnsja02,F,2012,221,63af8fcbabaabaf6d8915f63
December 18 2001,Duke,6,2022,9,Jalen Johnson,johnsja05,F,2023,220,63af8fcbabaabaf6d8915f64
February 20 1987,Wake Forest,6,2010,7,James Johnson,johnsja01,F,2023,240,63af8fcbabaabaf6d8915f65
June 29 1981,Arkansas,6,2002,7,Joe Johnson,johnsjo02,G-F,2022,240,63af8fcbabaabaf6d8915f66
October 18 1947,Iowa,6,1971,7,John Johnson,johnsjo01,F,1982,200,63af8fcbabaabaf6d8915f67
June 24 1965,Western Kentucky,6,1988,9,Kannard Johnson,johnska01,F,1988,220,63af8fcbabaabaf6d8915f68
October 11 1999,Kentucky,6,2020,5,Keldon Johnson,johnske04,G,2023,220,63af8fcbabaabaf6d8915f69
November 7 1962,USC Michigan State,6,1986,8,Ken Johnson,johnske01,F,1986,240,63af8fcbabaabaf6d8915f6a
February 1 1978,Ohio State,6,2003,11,Ken Johnson,johnske03,F-C,2003,240,63af8fcbabaabaf6d8915f6b
March 10 2002,Tennessee,6,2022,5,Keon Johnson,johnske07,G,2023,186,63af8fcbabaabaf6d8915f6c
March 4 1966,California,6,1988,1,Kevin Johnson,johnske02,G,2000,180,63af8fcbabaabaf6d8915f6d
November 28 1954,Kentucky,6,1978,3,Larry Johnson,johnsla01,G,1978,205,63af8fcbabaabaf6d8915f6e
March 14 1969,Odessa College UNLV,6,1992,7,Larry Johnson,johnsla02,F,2001,250,63af8fcbabaabaf6d8915f6f
June 16 1957,Montana Texas A&M University-Commerce,6,1981,11,Lee Johnson,johnsle01,F,1981,205,63af8fcbabaabaf6d8915f70
June 13 1980,Tulane,6,2004,8,Linton Johnson,johnsli01,F,2009,205,63af8fcbabaabaf6d8915f71
February 8 1956,UCLA,6,1978,7,Marques Johnson,johnsma01,F-G,1990,218,63af8fcbabaabaf6d8915f73
August 31 1952,Aurora University,6,1975,10,Mickey Johnson,johnsmi01,F,1986,190,63af8fcbabaabaf6d8915f74
April 17 1943,Tulsa Creighton,6,1967,7,Neil Johnson,johnsne02,F-C,1973,220,63af8fcbabaabaf6d8915f75
December 22 1992,Arizona,6,2015,3,Nick Johnson,johnsni01,G,2015,202,63af8fcbabaabaf6d8915f76
May 11 1949,Temple,6,1973,6,Ollie Johnson,johnsol01,F,1982,200,63af8fcbabaabaf6d8915f77
November 26 1989,Oregon State,6,2018,9,Omari Johnson,johnsom01,F,2018,220,63af8fcbabaabaf6d8915f78
March 11 1989,Loyola Marymount UC Santa Barbara,6,2013,5,Orlando Johnson,johnsor01,G,2016,220,63af8fcbabaabaf6d8915f79
December 6 1921,Huntington University,5,1950,11,Ralph Johnson,johnsra01,G,1953,170,63af8fcbabaabaf6d8915f7a
June 25 1957,Tennessee,6,1981,9,Reggie Johnson,johnsre01,F-C,1984,205,63af8fcbabaabaf6d8915f7b
December 18 1946,Grambling State University,6,1969,7,Rich Johnson,johnsri01,C,1971,210,63af8fcbabaabaf6d8915f7c
July 20 1938,Minnesota,6,1961,8,Ron Johnson,johnsro01,F,1961,215,63af8fcbabaabaf6d8915f7d
May 29 1996,Arizona,6,2016,6,Stanley Johnson,johnsst04,F,2023,242,63af8fcbabaabaf6d8915f7e
November 4 1962,LSU San Diego State,6,1987,8,Steffond Johnson,johnsst02,F,1987,240,63af8fcbabaabaf6d8915f7f
November 3 1957,Oregon State,6,1982,10,Steve Johnson,johnsst03,C-F,1991,235,63af8fcbabaabaf6d8915f80
August 19 1944,Murray State,6,1968,8,Stew Johnson,johnsst01,F-C,1976,220,63af8fcbabaabaf6d8915f81
August 30 1984,Alcorn State Jackson State University,6,2009,5,Trey Johnson,johnstr01,G,2012,218,63af8fcbabaabaf6d8915f82
May 7 1992,Fresno State,6,2015,3,Tyler Johnson,johnsty01,G,2022,186,63af8fcbabaabaf6d8915f83
September 1 1956,Baylor,6,1980,2,Vinnie Johnson,johnsvi01,G,1992,200,63af8fcbabaabaf6d8915f84
July 11 1987,Iowa State Syracuse,6,2011,7,Wesley Johnson,johnswe01,F-G,2019,215,63af8fcbabaabaf6d8915f85
September 28 1989,Marquette,6,2013,2,Darius Johnson-Odom,johnsda03,G,2014,215,63af8fcbabaabaf6d8915f86
December 18 1966,University of Tampa,6,1990,8,Nate Johnston,johnsna01,F,1990,210,63af8fcbabaabaf6d8915f87
September 20 1960,Wake Forest,6,1983,11,Jim Johnstone,johnsji01,C-F,1983,245,63af8fcbabaabaf6d8915f89
February 19 1995,,6,2016,11,Nikola Jokić,jokicni01,C-F,2023,284,63af8fcbabaabaf6d8915f8a
July 20 1938,Ohio University,6,1961,7,Howie Jolliff,jolifho01,F-C,1963,218,63af8fcbabaabaf6d8915f8b
September 9 1978,Georgia Tech,6,2002,11,Alvin Jones,jonesal01,C,2002,265,63af8fcbabaabaf6d8915f8c
September 13 1962,Georgetown UNLV,6,1987,6,Anthony Jones,jonesan01,G-F,1990,195,63af8fcbabaabaf6d8915f8d
December 3 1971,Kansas State,6,1995,5,Askia Jones,jonesas01,G,1995,200,63af8fcbabaabaf6d8915f8e
March 18 1966,Iowa,6,1989,7,Bill Jones,jonesbi01,F,1989,175,63af8fcbabaabaf6d8915f8f
January 9 1984,Washington,6,2007,7,Bobby Jones,jonesbo02,F,2008,215,63af8fcbabaabaf6d8915f91
August 4 1950,Albany State University,6,1974,11,Caldwell Jones,jonesca01,C-F,1990,217,63af8fcbabaabaf6d8915f92
December 23 1997,Radford Louisville,6,2022,1,Carlik Jones,jonesca03,G,2022,185,63af8fcbabaabaf6d8915f93
April 3 1957,Albany State University,6,1984,9,Charles Jones,jonesch01,F-C,1998,215,63af8fcbabaabaf6d8915f94
January 12 1962,Louisville,6,1985,8,Charles Jones,jonesch02,F,1989,215,63af8fcbabaabaf6d8915f95
July 17 1975,Rutgers University Long Island University,6,1999,3,Charles Jones,jonesch03,G,2000,180,63af8fcbabaabaf6d8915f96
July 3 1949,Notre Dame,6,1972,7,Collis Jones,jonesco01,F,1975,203,63af8fcbabaabaf6d8915f97
December 27 1980,Rutgers University Duke,6,2004,6,Dahntay Jones,jonesda02,G-F,2017,225,63af8fcbabaabaf6d8915f98
June 30 1995,Vanderbilt,6,2017,11,Damian Jones,jonesda03,F-C,2023,245,63af8fcbabaabaf6d8915f99
August 25 1976,Houston,6,1999,3,Damon Jones,jonesda01,G,2009,185,63af8fcbabaabaf6d8915f9a
June 20 1990,Miami (FL),6,2013,8,DeQuan Jones,jonesde01,F,2013,221,63af8fcbabaabaf6d8915f9b
February 15 1997,UNLV,6,2017,5,Derrick Jones Jr.,jonesde02,F,2023,210,63af8fcbabaabaf6d8915f9c
October 15 1988,South Florida,6,2011,4,Dominique Jones,jonesdo02,G,2013,215,63af8fcbabaabaf6d8915f9d
June 2 1975,Northeast Mississippi Community College Mississippi State,6,1998,8,"Dontae' Jones",jonesdo01,F,1998,220,63af8fcbabaabaf6d8915f9e
June 9 1983,"Saint Joseph's",6,2006,11,Dwayne Jones,jonesdw02,F-C,2010,250,63af8fcbabaabaf6d8915f9f
February 27 1952,Houston,6,1974,10,Dwight Jones,jonesdw01,F-C,1983,210,63af8fcbabaabaf6d8915fa0
January 13 1961,University of the District of Columbia,7,1985,1,Earl Jones,jonesea01,C,1986,210,63af8fcbabaabaf6d8915fa1
October 20 1971,Temple,6,1995,6,Eddie Jones,jonesed02,G-F,2008,190,63af8fcbabaabaf6d8915fa2
June 17 1956,Nevada,6,1981,10,Edgar Jones,jonesed01,F-C,1986,225,63af8fcbabaabaf6d8915fa3
March 11 1979,Oregon,6,2003,4,Fred Jones,jonesfr01,G-F,2009,210,63af8fcbabaabaf6d8915fa4
October 6 1998,Alabama,6,2022,8,Herbert Jones,joneshe01,F,2023,210,63af8fcbabaabaf6d8915fa5
September 1 1959,Buffalo State Vanderbilt,6,1983,8,Hutch Jones,joneshu01,F,1984,190,63af8fcbabaabaf6d8915fa6
May 9 1949,Assumption College,6,1972,3,Jake Jones,jonesja01,G,1972,180,63af8fcbabaabaf6d8915fa7
May 27 1993,Texas A&M,6,2018,7,Jalen Jones,jonesja04,G,2019,220,63af8fcbabaabaf6d8915fa8
October 4 1980,Miami (FL),6,2004,8,James Jones,jonesja02,F-G,2017,218,63af8fcbabaabaf6d8915fa9
April 9 1995,Hill College New Mexico State,6,2019,5,Jemerrio Jones,jonesje01,F,2022,174,63af8fcbabaabaf6d8915faa
January 1 1945,Grambling State University,6,1968,4,Jimmy Jones,jonesji01,G,1977,188,63af8fcbabaabaf6d8915fab
March 12 1943,California State University Los Angeles,6,1968,7,Johnny Jones,jonesjo01,F,1969,205,63af8fcbabaabaf6d8915fac
February 10 1979,Georgia,6,2000,8,Jumaine Jones,jonesju01,F,2007,218,63af8fcbabaabaf6d8915fad
January 19 2001,Texas,6,2022,11,Kai Jones,joneska01,F-C,2023,218,63af8fcbabaabaf6d8915faf
August 25 1989,West Virginia,6,2013,8,Kevin Jones,joneske01,F,2013,251,63af8fcbabaabaf6d8915fb0
September 22 1942,Toledo,6,1965,2,Larry Jones,jonesla01,G-F,1974,180,63af8fcbabaabaf6d8915fb1
July 9 1953,Albany State University,6,1980,9,Major Jones,jonesma01,F,1985,225,63af8fcbabaabaf6d8915fb2
April 10 1961,St. Bonaventure,6,1984,1,Mark Jones,jonesma02,G,1984,175,63af8fcbabaabaf6d8915fb3
May 25 1975,Minnesota Central Florida,6,2005,6,Mark Jones,jonesma03,G,2005,215,63af8fcbabaabaf6d8915fb4
July 21 1998,Connors State College Arkansas,6,2021,4,Mason Jones,jonesma05,G,2022,200,63af8fcbabaabaf6d8915fb5
March 28 1945,Oregon,6,1968,2,Nick Jones,jonesni01,G,1973,190,63af8fcbabaabaf6d8915fb6
November 20 1960,Wichita State Cal State Fullerton,6,1985,11,Ozell Jones,jonesoz01,C-F,1986,235,63af8fcbabaabaf6d8915fb7
September 24 1991,Baylor,6,2013,11,Perry Jones,jonespe01,F,2015,235,63af8fcbabaabaf6d8915fb8
June 17 1970,Murray State,6,1994,8,Popeye Jones,jonespo01,F,2004,250,63af8fcbabaabaf6d8915fb9
December 27 1946,Illinois Memphis,6,1970,6,Rich Jones,jonesri01,F-C,1977,220,63af8fcbabaabaf6d8915fba
February 2 1954,Saint Louis,6,1977,9,Robin Jones,jonesro01,F-C,1978,225,63af8fcbabaabaf6d8915fbb
April 6 1966,"St. John's",6,1989,9,Shelton Jones,jonessh01,F,1989,210,63af8fcbabaabaf6d8915fbd
July 16 1984,South Florida,6,2007,10,Solomon Jones,jonesso01,F,2014,230,63af8fcbabaabaf6d8915fbe
October 17 1942,Oregon,6,1968,5,Steve Jones,jonesst01,G-F,1976,205,63af8fcbabaabaf6d8915fbf
January 9 1992,Kentucky,6,2013,9,Terrence Jones,joneste01,F,2019,252,63af8fcbabaabaf6d8915fc0
January 8 2000,Duke,6,2021,1,Tre Jones,jonestr01,G,2023,185,63af8fcbabaabaf6d8915fc1
May 10 1996,Duke,6,2016,1,Tyus Jones,jonesty01,G,2023,196,63af8fcbabaabaf6d8915fc2
July 14 1926,Kentucky,6,1950,4,Wah Wah Jones,joneswa01,F,1952,225,63af8fcbabaabaf6d8915fc3
February 14 1942,Villanova,6,1965,2,Wali Jones,joneswa02,G,1976,180,63af8fcbabaabaf6d8915fc4
February 27 1947,Albany State University,6,1970,8,Wil Jones,joneswi02,F,1978,205,63af8fcbabaabaf6d8915fc5
June 29 1936,Northwestern,6,1961,3,Willie Jones,joneswi01,G,1965,185,63af8fcbabaabaf6d8915fc6
August 21 1970,Kansas,5,1994,11,Adonis Jordan,jordaad01,G,1999,170,63af8fcbabaabaf6d8915fc7
January 31 1954,Canisius,6,1976,8,Charles Jordan,jordach01,F,1976,220,63af8fcbabaabaf6d8915fc8
July 21 1988,Texas A&M,6,2009,11,DeAndre Jordan,jordade01,C,2023,265,63af8fcbabaabaf6d8915fc9
January 29 1955,Rutgers University,6,1978,1,Eddie Jordan,jordaed01,G,1984,170,63af8fcbabaabaf6d8915fca
September 29 1986,Tulsa,7,2012,1,Jerome Jordan,jordaje01,C,2015,253,63af8fcbabaabaf6d8915fcb
January 26 1968,New Mexico State,6,1994,4,Reggie Jordan,jordare01,G,2000,195,63af8fcbabaabaf6d8915fcd
May 23 1968,Oklahoma State,6,1993,10,Thomas Jordan,jordath01,F-C,1993,220,63af8fcbabaabaf6d8915fce
February 19 1956,Purdue,6,1981,7,Walter Jordan,jordawa01,F,1981,198,63af8fcbabaabaf6d8915fcf
September 12 1933,Whitworth,6,1957,10,Phil Jordon,jordoph01,C-F,1963,205,63af8fcbabaabaf6d8915fd0
December 28 1921,DePaul,6,1948,2,Johnny Jorgensen,jorgejo01,G-F,1949,185,63af8fcbabaabaf6d8915fd1
May 18 1925,Iowa,6,1947,9,Noble Jorgensen,jorgeno01,C,1953,228,63af8fcbabaabaf6d8915fd2
September 2 1920,Ohio State,6,1947,5,Roger Jorgensen,jorgero01,C-F,1947,200,63af8fcbabaabaf6d8915fd3
August 20 1991,Texas,6,2012,3,Cory Joseph,josepco01,G,2023,200,63af8fcbabaabaf6d8915fd4
August 8 1973,College of Saint Rose,7,2001,2,Garth Joseph,josepga01,C,2001,315,63af8fcbabaabaf6d8915fd5
December 17 1988,Syracuse,6,2013,7,Kris Joseph,josepkr01,F,2013,210,63af8fcbabaabaf6d8915fd6
October 31 1957,Georgia Tech,6,1986,11,Yvon Joseph,josepyv01,C,1986,245,63af8fcbabaabaf6d8915fd7
June 9 2003,,6,2023,10,Nikola Jović,jovicni01,G-F,2023,209,63af8fcbabaabaf6d8915fd8
June 27 1951,South Carolina,6,1974,3,Kevin Joyce,joyceke01,G,1976,190,63af8fcbabaabaf6d8915fd9
April 26 1945,Indiana,6,1969,5,Butch Joyner,joynebu01,F,1969,200,63af8fcbabaabaf6d8915fda
March 23 1956,Utah,6,1979,6,Jeff Judkins,judkije01,G-F,1983,185,63af8fcbabaabaf6d8915fdb
August 14 1997,Florida State,6,2020,9,Mfiondu Kabengele,kabenmf01,F,2023,250,63af8fcbabaabaf6d8915fdc
September 15 1925,DePaul,6,1949,2,Whitey Kachan,kachawh01,G,1949,175,63af8fcbabaabaf6d8915fdd
February 22 1928,Holy Cross,6,1949,3,George Kaftan,kaftage01,F,1953,190,63af8fcbabaabaf6d8915fde
October 13 1932,Minnesota,6,1955,6,Ed Kalafat,kalafed01,C-F,1957,245,63af8fcbabaabaf6d8915fdf
January 2 1999,,6,2022,8,Georgios Kalaitzakis,kalaige01,G-F,2022,192,63af8fcbabaabaf6d8915fe0
April 28 1982,Central Michigan University,7,2004,1,Chris Kaman,kamanch01,C,2016,265,63af8fcbabaabaf6d8915fe1
April 4 1993,Wisconsin,7,2016,1,Frank Kaminsky,kaminfr01,F-C,2023,240,63af8fcbabaabaf6d8915fe2
May 18 1919,NYU,6,1947,2,Ralph Kaplowitz,kaplora01,G-F,1948,170,63af8fcbabaabaf6d8915fe3
February 4 1981,UCLA,6,2004,8,Jason Kapono,kaponja01,F,2012,213,63af8fcbabaabaf6d8915fe4
April 13 1919,,5,1947,10,Tony Kappen,kappeto01,G,1947,165,63af8fcbabaabaf6d8915fe5
October 26 1993,,6,2014,7,Sergey Karasev,karasse01,G-F,2016,208,63af8fcbabaabaf6d8915fe6
March 6 1983,Boise State,6,2008,5,Coby Karl,karlco01,G,2010,215,63af8fcbabaabaf6d8915fe7
August 13 1923,,5,1947,11,Ed Kasid,kasided01,G,1947,185,63af8fcbabaabaf6d8915fe9
April 5 1980,,7,2005,1,Mario Kasun,kasunma01,C,2006,260,63af8fcbabaabaf6d8915fea
April 17 1923,NC State,6,1949,1,Leo Katkaveck,katkale01,G,1950,185,63af8fcbabaabaf6d8915feb
